质量提升dQ,局部等价参数增量dN(B),等价数据增量dD(B)
0.05,0.14219447586703293,18.261540905965504
0.1,0.28438895173406586,36.52308181193101
0.2,0.5687779034681317,73.04616362386201
0.3,0.8531668552021976,109.56924543579302
