file,N(B),轨迹内D幂指数,经典beta
pythia_0.070542B_trajectory.csv,0.070542,-0.28058020845113074,-0.27987813027792674
pythia_0.162405B_trajectory.csv,0.162405,-0.2803149593101872,-0.27987813027792674
pythia_0.409009B_trajectory.csv,0.409009,-0.28057676680182303,-0.27987813027792674
pythia_1.040867B_trajectory.csv,1.040867,-0.2804022601409758,-0.27987813027792674
pythia_1.416184B_trajectory.csv,1.416184,-0.28053497851659975,-0.27987813027792674
pythia_11.965825B_trajectory.csv,11.965825,-0.28034335521098414,-0.27987813027792674
pythia_2.782831B_trajectory.csv,2.782831,-0.2804973585357974,-0.27987813027792674
pythia_6.86104B_trajectory.csv,6.86104,-0.2804924511174855,-0.27987813027792674
