E,A,alpha,B,beta,R2,RMSE,MAPE_%,残差标准差,留出R2,留出RMSE,留出MAPE_%
1.6897975680669777,0.3539803184485955,0.33997658345842513,1.2403055813693795,0.27987813027792674,0.9999998165821044,0.00014649608992796368,0.004092866075754096,0.00014649608992796354,0.9999996558420374,0.00015132242392537724,0.005029040149504053
