period,t,cumulative_frontier,logistic_prediction,last_peak_prediction
2024-10,5.791666666666667,50.998185133125,51.93878321061966,50.998185133125
2024-11,5.875,50.998185133125,55.47987118073375,50.998185133125
2024-12,5.958333333333333,50.998185133125,58.96618052611531,50.998185133125
2025-01,6.041666666666667,50.998185133125,62.36467954298037,50.998185133125
2025-02,6.125,50.998185133125,65.64569581615851,50.998185133125
2025-03,6.208333333333333,50.998185133125,68.78384901521568,50.998185133125
