口径,前沿区间,前沿提升分,Δlog10P,bP,bt(分/年),R2,规模贡献分,非规模贡献分,规模占比%,非规模占比%
C3 长周期（跨年标准混合）,2019→2025,47.08,1.7158084241705378,14.103897051917635,3.2994191745461254,0.4240265219014536,24.19958537531429,22.88041462468571,51.40098847772789,48.599011522272114
