dir,json_model_name,file,leaderboard,leaderboard_bbh,leaderboard_bbh_boolean_expressions,leaderboard_bbh_causal_judgement,leaderboard_bbh_date_understanding,leaderboard_bbh_disambiguation_qa,leaderboard_bbh_formal_fallacies,leaderboard_bbh_geometric_shapes,leaderboard_bbh_hyperbaton,leaderboard_bbh_logical_deduction_five_objects,leaderboard_bbh_logical_deduction_seven_objects,leaderboard_bbh_logical_deduction_three_objects,leaderboard_bbh_movie_recommendation,leaderboard_bbh_navigate,leaderboard_bbh_object_counting,leaderboard_bbh_penguins_in_a_table,leaderboard_bbh_reasoning_about_colored_objects,leaderboard_bbh_ruin_names,leaderboard_bbh_salient_translation_error_detection,leaderboard_bbh_snarks,leaderboard_bbh_sports_understanding,leaderboard_bbh_temporal_sequences,leaderboard_bbh_tracking_shuffled_objects_five_objects,leaderboard_bbh_tracking_shuffled_objects_seven_objects,leaderboard_bbh_tracking_shuffled_objects_three_objects,leaderboard_bbh_web_of_lies,leaderboard_gpqa,leaderboard_gpqa_diamond,leaderboard_gpqa_extended,leaderboard_gpqa_main,leaderboard_ifeval,leaderboard_math_hard,leaderboard_math_algebra_hard,leaderboard_math_counting_and_prob_hard,leaderboard_math_geometry_hard,leaderboard_math_intermediate_algebra_hard,leaderboard_math_num_theory_hard,leaderboard_math_prealgebra_hard,leaderboard_math_precalculus_hard,leaderboard_mmlu_pro,leaderboard_musr,leaderboard_musr_murder_mysteries,leaderboard_musr_object_placements,leaderboard_musr_team_allocation,leaderboard_arc_challenge
DreadPoor_Summer_Dawn-8B-SCE,DreadPoor/Summer_Dawn-8B-SCE,results_2025-02-13T18-27-04.338360.json,48.80010377480867,53.68859572990801,84.39999999999999,63.63636363636363,42.4,63.2,57.99999999999999,42.8,72.0,42.8,41.199999999999996,63.6,56.8,63.2,41.6,54.109589041095894,65.60000000000001,71.2,49.2,62.92134831460674,80.0,52.800000000000004,20.4,22.8,32.0,47.199999999999996,30.033557046979865,32.323232323232325,28.021978021978022,31.473214285714285,65.61922365988909,17.220543806646525,29.64169381107492,11.38211382113821,6.0606060606060606,3.9285714285714284,16.883116883116884,38.34196891191709,2.9629629629629632,37.53324468085106,41.13756613756614,57.99999999999999,32.8125,32.800000000000004,
DreadPoor_Summer_Dusk-8B-TIES,DreadPoor/Summer_Dusk-8B-TIES,results_2025-02-13T18-27-04.338360.json,48.86496303022441,53.445582364172886,83.2,60.42780748663101,44.4,60.8,54.400000000000006,38.4,72.8,38.800000000000004,41.6,64.0,59.199999999999996,60.0,42.8,51.369863013698634,66.0,63.6,50.8,62.92134831460674,80.4,54.800000000000004,26.400000000000002,23.599999999999998,37.2,48.4,30.70469798657718,33.33333333333333,29.67032967032967,30.80357142857143,42.883548983364136,18.051359516616312,32.57328990228013,10.569105691056912,8.333333333333332,4.285714285714286,15.584415584415584,36.787564766839374,5.9259259259259265,38.55551861702128,42.592592592592595,62.4,33.203125,32.4,
DreadPoor_Summer_Rain-8B-SCE,DreadPoor/Summer_Rain-8B-SCE,results_2025-02-13T18-27-04.338360.json,52.70463095083669,58.37528206908523,75.6,65.24064171122996,52.400000000000006,74.4,58.4,36.0,80.4,50.0,50.0,68.8,77.2,61.6,50.8,49.31506849315068,64.8,78.0,52.800000000000004,72.47191011235955,77.60000000000001,75.6,24.0,20.0,32.800000000000004,54.800000000000004,30.369127516778523,28.28282828282828,30.036630036630036,31.69642857142857,52.68022181146026,7.02416918429003,13.029315960912053,2.4390243902439024,3.787878787878788,1.7857142857142856,3.896103896103896,14.507772020725387,4.444444444444445,35.505319148936174,44.70899470899471,57.599999999999994,36.71875,40.0,
DreadPoor_Summer_Rain-8B-TIES,DreadPoor/Summer_Rain-8B-TIES,results_2025-02-13T18-27-04.338360.json,52.70463095083669,58.37528206908523,75.6,65.24064171122996,52.400000000000006,74.4,58.4,36.0,80.4,50.0,50.0,68.8,77.2,61.6,50.8,49.31506849315068,64.8,78.0,52.800000000000004,72.47191011235955,77.60000000000001,75.6,24.0,20.0,32.800000000000004,54.800000000000004,30.369127516778523,28.28282828282828,30.036630036630036,31.69642857142857,52.68022181146026,7.02416918429003,13.029315960912053,2.4390243902439024,3.787878787878788,1.7857142857142856,3.896103896103896,14.507772020725387,4.444444444444445,35.505319148936174,44.70899470899471,57.599999999999994,36.71875,40.0,
DreadPoor_Sun-8B-Model_Stock,DreadPoor/Sun-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,47.8142430924893,52.421454608574905,85.6,63.63636363636363,49.2,57.99999999999999,54.800000000000004,34.8,73.6,39.6,33.6,62.8,54.0,66.0,38.0,50.68493150684932,65.60000000000001,66.4,51.2,62.92134831460674,76.0,44.4,25.2,27.200000000000003,33.6,46.400000000000006,29.949664429530205,32.323232323232325,29.120879120879124,29.910714285714285,77.07948243992607,20.996978851963746,43.97394136807817,11.38211382113821,6.0606060606060606,3.9285714285714284,15.584415584415584,39.37823834196891,7.4074074074074066,38.347739361702125,40.87301587301587,60.4,28.125,34.4,
DreadPoor_Sweetened_Condensed_Milk-8B-Model_Stock,DreadPoor/Sweetened_Condensed_Milk-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,48.96873783888961,53.879534802985596,85.6,60.962566844919785,44.800000000000004,57.99999999999999,54.800000000000004,40.400000000000006,71.6,42.0,40.0,66.0,60.4,64.4,44.800000000000004,52.73972602739726,68.8,66.4,52.400000000000006,64.60674157303372,80.4,48.0,24.8,21.6,37.2,46.800000000000004,30.285234899328863,31.313131313131315,29.67032967032967,30.580357142857146,73.19778188539742,18.731117824773413,38.762214983713356,4.0650406504065035,8.333333333333332,3.571428571428571,16.233766233766232,35.233160621761655,7.4074074074074066,38.48071808510639,41.00529100529101,58.4,33.203125,31.6,
DreadPoor_TEST02-Ignore,DreadPoor/TEST02-Ignore,results_2025-02-13T18-27-04.338360.json,50.29186664937087,55.91043221662906,77.2,59.893048128342244,50.0,68.0,56.8,42.8,75.6,46.0,44.0,66.0,74.8,65.60000000000001,49.2,49.31506849315068,62.8,73.6,51.6,70.78651685393258,77.60000000000001,63.6,20.0,17.599999999999998,33.2,48.4,28.439597315436245,28.28282828282828,26.373626373626376,31.026785714285715,59.88909426987061,8.685800604229607,17.91530944625407,4.878048780487805,6.0606060606060606,2.142857142857143,5.844155844155844,14.507772020725387,2.2222222222222223,34.68251329787234,41.93121693121693,54.800000000000004,35.15625,36.0,
DreadPoor_TEST03-ignore,DreadPoor/TEST03-ignore,results_2025-02-13T18-27-04.338360.json,48.98170968997276,53.67123763235549,83.6,62.56684491978609,44.800000000000004,62.8,54.800000000000004,38.4,74.4,43.6,42.8,65.2,62.4,62.0,40.0,52.054794520547944,63.6,69.6,47.199999999999996,61.79775280898876,79.60000000000001,55.2,23.599999999999998,22.0,31.2,48.8,30.87248322147651,33.33333333333333,29.120879120879124,31.919642857142854,68.76155268022181,16.540785498489427,32.24755700325733,8.94308943089431,6.8181818181818175,4.642857142857143,11.03896103896104,31.606217616580313,6.666666666666667,37.890625,41.7989417989418,57.599999999999994,33.984375,34.0,
DreadPoor_TEST06-ignore,DreadPoor/TEST06-ignore,results_2025-02-13T18-27-04.338360.json,49.721105201712284,55.05988543655616,76.4,65.24064171122996,49.6,65.60000000000001,56.39999999999999,38.4,79.2,46.0,45.2,61.6,71.2,63.2,45.6,47.94520547945205,67.2,72.8,50.4,58.98876404494382,79.2,46.800000000000004,23.200000000000003,22.400000000000002,32.0,57.599999999999994,28.691275167785236,30.808080808080806,26.00732600732601,31.026785714285715,73.38262476894639,11.782477341389729,21.49837133550489,5.691056910569105,3.787878787878788,1.7857142857142856,9.740259740259742,26.42487046632124,5.185185185185185,36.15359042553192,42.195767195767196,56.00000000000001,35.546875,35.199999999999996,
DreadPoor_TEST07-ignore,DreadPoor/TEST07-ignore,results_2025-02-13T18-27-04.338360.json,50.23997924503827,55.47647977781636,82.39999999999999,62.56684491978609,48.8,59.599999999999994,56.39999999999999,39.2,78.0,46.0,40.8,64.8,65.2,62.8,49.6,50.0,70.0,70.0,51.6,68.53932584269663,80.0,62.8,23.200000000000003,19.2,36.8,46.400000000000006,30.87248322147651,31.313131313131315,29.48717948717949,32.36607142857143,72.45841035120148,16.61631419939577,32.24755700325733,6.504065040650407,5.303030303030303,4.285714285714286,15.584415584415584,32.12435233160622,5.9259259259259265,38.796542553191486,40.87301587301587,56.00000000000001,32.8125,34.0,
DreadPoor_TEST08-ignore,DreadPoor/TEST08-ignore,results_2025-02-13T18-27-04.338360.json,49.44869632896614,54.34820343690332,81.2,61.49732620320856,50.0,58.8,55.2,34.8,77.2,43.2,38.4,63.6,62.4,62.8,45.2,51.369863013698634,67.2,67.2,50.8,67.97752808988764,79.60000000000001,60.0,24.8,21.2,36.4,48.0,31.29194630872483,32.82828282828283,29.853479853479854,32.36607142857143,75.23105360443623,18.202416918429005,34.20195439739413,11.38211382113821,9.090909090909092,3.214285714285714,17.532467532467532,34.715025906735754,5.185185185185185,38.53058510638298,40.74074074074074,56.8,32.03125,33.6,
DreadPoor_Trinas_Nectar-8B-model_stock,DreadPoor/Trinas_Nectar-8B-model_stock,results_2025-02-13T18-27-04.338360.json,47.606693475158906,52.45617080367991,82.8,59.35828877005348,47.199999999999996,55.60000000000001,51.2,38.800000000000004,75.2,38.4,43.6,62.0,63.2,56.00000000000001,43.6,51.369863013698634,66.4,73.2,44.0,56.74157303370787,79.60000000000001,40.8,23.599999999999998,24.0,36.8,48.0,28.60738255033557,25.252525252525253,27.655677655677657,31.25,74.12199630314234,15.256797583081571,28.990228013029316,6.504065040650407,4.545454545454546,3.9285714285714284,13.636363636363635,30.569948186528496,5.9259259259259265,36.178523936170215,40.60846560846561,59.599999999999994,32.03125,30.4,
DreadPoor_UNTESTED-VENN_1.2-8B-Model_Stock,DreadPoor/UNTESTED-VENN_1.2-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,50.006485925541575,54.55650060753341,83.6,64.70588235294117,44.0,69.19999999999999,52.800000000000004,36.8,71.6,45.2,47.199999999999996,62.8,62.0,60.0,48.4,50.68493150684932,68.0,70.39999999999999,53.2,67.41573033707866,75.6,52.800000000000004,25.2,24.0,31.6,46.800000000000004,31.543624161073826,33.33333333333333,30.21978021978022,32.36607142857143,43.438077634011094,15.407854984894259,28.990228013029316,5.691056910569105,5.303030303030303,3.214285714285714,13.636363636363635,32.12435233160622,6.666666666666667,37.8656914893617,44.44444444444444,59.599999999999994,38.28125,35.6,
DreadPoor_VENN_1.2-8B-Model_Stock,DreadPoor/VENN_1.2-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,49.4097807757167,54.46971011977087,83.6,59.893048128342244,45.2,65.60000000000001,50.8,37.6,76.8,44.4,44.4,67.2,60.8,64.4,42.8,54.109589041095894,70.39999999999999,67.2,48.4,60.1123595505618,79.60000000000001,51.6,27.6,26.8,30.8,50.0,29.697986577181208,32.323232323232325,27.83882783882784,30.80357142857143,71.90388170055454,17.069486404833835,33.876221498371336,8.94308943089431,6.8181818181818175,2.142857142857143,15.584415584415584,34.196891191709845,4.444444444444445,37.20910904255319,41.93121693121693,60.0,33.203125,32.800000000000004,
DreadPoor_WIP-Acacia-8B-Model_Stock,DreadPoor/WIP-Acacia-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,47.50291866649371,51.692414511369556,81.6,61.49732620320856,48.0,58.8,50.0,44.4,69.19999999999999,39.2,40.8,59.599999999999994,66.0,58.4,46.0,53.42465753424658,63.6,70.39999999999999,46.400000000000006,61.79775280898876,78.4,26.8,21.6,20.4,31.2,49.2,30.620805369127517,31.818181818181817,29.48717948717949,31.473214285714285,62.84658040665434,16.691842900302113,32.89902280130293,11.38211382113821,10.606060606060606,3.214285714285714,11.03896103896104,32.12435233160622,2.9629629629629632,37.36702127659575,42.195767195767196,59.199999999999996,34.375,33.2,
DreadPoor_WIP_Damascus-8B-TIES,DreadPoor/WIP_Damascus-8B-TIES,results_2025-02-13T18-27-04.338360.json,49.11142820080425,53.96632529074813,84.8,62.03208556149733,47.199999999999996,53.2,57.199999999999996,38.4,74.0,42.4,44.0,65.60000000000001,64.0,59.199999999999996,45.6,51.369863013698634,70.0,64.0,48.4,62.35955056179775,80.4,50.8,22.8,23.200000000000003,39.2,48.4,30.70469798657718,28.78787878787879,29.304029304029307,33.25892857142857,42.329020332717185,16.540785498489427,29.64169381107492,8.94308943089431,5.303030303030303,3.214285714285714,14.935064935064934,36.26943005181347,5.9259259259259265,37.60804521276596,41.13756613756614,59.599999999999994,35.15625,28.799999999999997,
DreadPoor_Wannabe-8B-Model_Stock,DreadPoor/Wannabe-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,48.81307562589182,53.67123763235549,84.0,63.63636363636363,43.2,56.00000000000001,56.8,43.2,70.0,39.2,39.6,64.0,56.39999999999999,64.4,43.2,56.16438356164384,69.6,66.0,52.800000000000004,60.1123595505618,80.4,49.2,24.8,24.0,38.800000000000004,48.0,30.11744966442953,33.33333333333333,29.67032967032967,29.24107142857143,72.2735674676525,17.749244712990937,33.22475570032573,13.008130081300814,3.0303030303030303,3.214285714285714,15.584415584415584,36.26943005181347,7.4074074074074066,38.3061835106383,41.269841269841265,61.199999999999996,31.640625,31.2,
DreadPoor_What_A_Thrill-8B-Model_Stock,DreadPoor/What_A_Thrill-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,48.19042677390063,52.99427182780767,84.39999999999999,60.42780748663101,43.2,61.6,52.800000000000004,36.8,69.6,44.0,48.8,65.60000000000001,69.19999999999999,62.4,45.6,52.054794520547944,62.8,70.39999999999999,49.6,57.865168539325836,78.8,37.6,21.2,19.6,30.8,49.6,29.697986577181208,34.84848484848485,27.106227106227106,30.580357142857146,71.53419593345656,18.202416918429005,31.921824104234524,11.38211382113821,4.545454545454546,3.9285714285714284,18.181818181818183,39.37823834196891,5.9259259259259265,36.15359042553192,40.74074074074074,58.4,32.8125,31.2,
DreadPoor_Winter-8B-SCE,DreadPoor/Winter-8B-SCE,results_2025-02-13T18-27-04.338360.json,47.775327539239846,52.40409651102239,81.6,60.962566844919785,48.0,59.199999999999996,54.400000000000006,35.6,71.2,41.6,38.0,57.99999999999999,58.8,65.60000000000001,39.6,50.68493150684932,70.0,64.8,47.199999999999996,65.1685393258427,77.2,42.8,22.8,20.8,39.2,49.6,29.949664429530205,32.82828282828283,28.205128205128204,30.80357142857143,74.86136783733826,19.184290030211482,38.11074918566775,13.821138211382115,4.545454545454546,2.5,19.480519480519483,35.233160621761655,6.666666666666667,38.38929521276596,40.60846560846561,58.4,28.125,35.6,
DreadPoor_Winter_Dawn-8B-TIES,DreadPoor/Winter_Dawn-8B-TIES,results_2025-02-01T16-17-05.641334.json,48.488779348813075,52.87276514494012,84.0,59.35828877005348,42.0,48.0,60.0,45.2,72.8,37.6,28.000000000000004,57.599999999999994,54.0,65.2,39.2,49.31506849315068,64.8,69.6,50.4,70.78651685393258,79.2,56.00000000000001,23.200000000000003,23.200000000000003,38.800000000000004,56.00000000000001,30.956375838926174,33.33333333333333,30.76923076923077,30.13392857142857,48.98336414048059,17.522658610271904,32.24755700325733,10.569105691056912,5.303030303030303,5.357142857142857,12.337662337662337,36.26943005181347,6.666666666666667,39.104055851063826,42.72486772486773,60.4,35.15625,32.800000000000004,
DreadPoor_Winter_Dusk-8B-TIES,DreadPoor/Winter_Dusk-8B-TIES,results_2025-02-13T18-27-04.338360.json,45.12906991827734,49.366429439333444,80.0,56.14973262032086,43.2,62.0,57.599999999999994,29.599999999999998,69.19999999999999,40.8,46.0,49.2,54.0,54.400000000000006,37.2,52.054794520547944,60.8,67.2,44.800000000000004,52.24719101123596,78.8,41.199999999999996,16.400000000000002,17.2,32.800000000000004,45.6,29.949664429530205,28.78787878787879,30.21978021978022,30.13392857142857,72.08872458410352,7.175226586102719,14.332247557003258,4.0650406504065035,3.0303030303030303,2.857142857142857,5.194805194805195,11.398963730569948,2.9629629629629632,34.782247340425535,36.77248677248677,51.2,23.046875,36.4,
DreadPoor_Winter_Night-8B-Model_Stock,DreadPoor/Winter_Night-8B-Model_Stock,results_2025-02-18T19-05-03.458954.json,47.20456609158127,51.709772608922066,84.8,62.56684491978609,46.800000000000004,56.39999999999999,56.00000000000001,36.4,67.2,43.2,44.800000000000004,59.599999999999994,51.6,65.2,38.800000000000004,52.054794520547944,63.6,63.6,48.8,53.37078651685393,80.80000000000001,43.2,23.599999999999998,24.0,30.0,48.0,30.620805369127517,30.808080808080806,31.318681318681318,29.6875,69.87060998151571,14.577039274924472,28.990228013029316,7.317073170731707,4.545454545454546,1.7857142857142856,11.03896103896104,33.160621761658035,2.2222222222222223,36.66057180851064,39.021164021164026,62.0,23.828125,31.6,
DreadPoor_Yafune-8B-Model_Stock,DreadPoor/Yafune-8B-Model_Stock,results_2025-02-24T16-41-29.051993.json,49.90271111687638,54.539142509980906,83.6,59.35828877005348,45.2,57.599999999999994,55.60000000000001,40.8,76.8,43.6,43.2,66.0,61.199999999999996,58.4,48.8,49.31506849315068,69.19999999999999,65.2,51.2,68.53932584269663,79.2,55.2,25.6,22.400000000000002,37.6,48.4,32.718120805369125,34.34343434343434,30.036630036630036,35.267857142857146,74.3068391866913,16.61631419939577,30.293159609120522,7.317073170731707,7.575757575757576,3.214285714285714,16.883116883116884,32.64248704663213,7.4074074074074066,38.50565159574468,41.66666666666667,58.4,33.984375,32.800000000000004,
DreadPoor_Yearn_V3-8B-Model_Stock,DreadPoor/Yearn_V3-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,48.29420158256583,53.18521090088526,84.8,59.35828877005348,47.199999999999996,60.8,57.99999999999999,36.0,72.0,41.199999999999996,37.6,65.60000000000001,59.599999999999994,63.2,42.0,45.89041095890411,69.19999999999999,62.8,46.800000000000004,61.23595505617978,79.60000000000001,44.0,27.200000000000003,24.8,38.0,50.4,30.536912751677853,32.82828282828283,29.67032967032967,30.580357142857146,73.56746765249538,18.957703927492446,36.807817589576544,9.75609756097561,6.8181818181818175,3.214285714285714,16.883116883116884,39.37823834196891,4.444444444444445,38.015292553191486,39.021164021164026,58.4,30.46875,28.4,
DreadPoor_ZEUS-8B-V17-Abliterated_ALT,DreadPoor/ZEUS-8B-V17-Abliterated_ALT,results_2025-02-13T18-27-04.338360.json,47.7623556881567,52.109008852629756,81.2,58.288770053475936,46.800000000000004,54.800000000000004,58.8,36.0,70.0,37.2,32.800000000000004,60.0,53.6,64.0,36.4,48.63013698630137,63.6,66.8,51.2,68.53932584269663,76.0,52.800000000000004,26.0,26.0,36.8,49.2,30.788590604026844,29.797979797979796,29.67032967032967,32.589285714285715,49.35304990757856,19.033232628398792,34.20195439739413,9.75609756097561,8.333333333333332,5.0,19.480519480519483,36.787564766839374,6.666666666666667,38.90458776595745,41.4021164021164,59.199999999999996,30.078125,35.199999999999996,
DreadPoor_Zelus-8B-Model_Stock,DreadPoor/Zelus-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,48.43689194448048,52.95955563270266,83.2,59.893048128342244,47.599999999999994,57.99999999999999,56.00000000000001,36.8,70.8,42.0,40.8,63.2,59.199999999999996,64.8,40.400000000000006,48.63013698630137,67.60000000000001,65.2,49.2,62.35955056179775,76.0,48.8,26.0,22.8,35.6,48.8,30.620805369127517,36.36363636363637,28.93772893772894,30.13392857142857,78.18853974121997,16.46525679758308,31.921824104234524,7.317073170731707,8.333333333333332,2.857142857142857,16.233766233766232,31.606217616580313,4.444444444444445,38.41422872340425,42.06349206349206,58.8,32.421875,35.199999999999996,
DreadPoor_Zelus_V2-8B-Model_Stock,DreadPoor/Zelus_V2-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,48.52769490206252,53.34143377885784,83.2,59.35828877005348,48.0,63.6,54.400000000000006,39.2,72.0,39.6,40.8,63.6,58.8,64.4,42.8,50.0,66.4,63.2,46.800000000000004,61.79775280898876,79.60000000000001,52.0,26.0,24.8,34.4,48.0,30.956375838926174,32.323232323232325,29.48717948717949,32.142857142857146,79.85212569316081,20.54380664652568,39.73941368078176,13.008130081300814,9.090909090909092,5.714285714285714,17.532467532467532,36.787564766839374,5.9259259259259265,38.3311170212766,39.55026455026455,54.800000000000004,32.421875,31.6,
DreadPoor_felix_dies-mistral-7B-model_stock,DreadPoor/felix_dies-mistral-7B-model_stock,results_2025-02-13T18-27-04.338360.json,45.388506939940335,48.77625412254817,82.0,59.893048128342244,50.0,63.6,50.4,43.6,74.0,40.0,39.2,60.0,77.60000000000001,54.400000000000006,39.2,44.52054794520548,38.800000000000004,51.2,43.6,64.60674157303372,78.4,15.6,15.6,11.200000000000001,31.2,47.599999999999994,29.194630872483224,31.313131313131315,28.205128205128204,29.464285714285715,24.399260628465804,5.362537764350453,9.120521172638437,4.878048780487805,3.787878787878788,0.7142857142857143,0.6493506493506493,12.435233160621761,3.7037037037037033,31.092087765957448,45.10582010582011,54.0,35.546875,46.0,
DreadPoor_hakuchido-8B-MODEL_STOCK,DreadPoor/hakuchido-8B-MODEL_STOCK,results_2025-02-27T14-30-59.823930.json,48.851991179141265,53.792744315223054,83.6,62.03208556149733,48.8,64.4,57.199999999999996,35.199999999999996,73.2,44.4,39.2,64.8,60.0,63.6,46.800000000000004,50.0,68.0,65.60000000000001,54.0,67.97752808988764,76.0,42.0,25.2,22.0,31.2,50.4,29.53020134228188,29.797979797979796,26.00732600732601,33.705357142857146,73.19778188539742,19.486404833836858,36.807817589576544,11.38211382113821,8.333333333333332,5.0,14.935064935064934,38.860103626943,5.9259259259259265,37.815824468085104,41.66666666666667,57.99999999999999,31.640625,35.6,
DreadPoor_ichor-8B-Model_Stock,DreadPoor/ichor-8B-Model_Stock,results_2025-03-03T05-09-40.415004.json,47.061875729666625,50.75507724353411,78.4,58.288770053475936,45.6,64.0,59.199999999999996,22.0,69.6,44.800000000000004,40.400000000000006,69.19999999999999,58.8,59.199999999999996,42.0,48.63013698630137,56.00000000000001,72.39999999999999,42.0,54.49438202247191,70.0,42.8,21.2,21.6,30.4,49.2,32.38255033557047,39.8989898989899,31.135531135531135,30.580357142857146,51.20147874306839,10.876132930513595,20.521172638436482,8.130081300813007,4.545454545454546,2.857142857142857,6.493506493506493,23.316062176165804,1.4814814814814816,31.507646276595747,42.06349206349206,57.599999999999994,34.765625,34.0,
DreadPoor_ichor_1.1-8B-Model_Stock,DreadPoor/ichor_1.1-8B-Model_Stock,results_2025-03-06T05-28-40.569766.json,48.00882085873654,52.57767748654747,82.39999999999999,59.893048128342244,45.2,57.199999999999996,54.800000000000004,37.6,73.2,38.4,39.6,60.4,56.00000000000001,59.199999999999996,46.0,53.42465753424658,68.4,68.0,52.0,64.04494382022472,79.2,38.4,25.2,22.0,38.0,48.8,30.620805369127517,31.818181818181817,28.021978021978022,33.25892857142857,81.1460258780037,17.749244712990937,31.596091205211724,7.317073170731707,10.606060606060606,3.214285714285714,18.83116883116883,34.715025906735754,7.4074074074074066,38.55551861702128,40.60846560846561,56.8,32.03125,33.2,
DreadPoor_inexpertus-8B-Model_Stock,DreadPoor/inexpertus-8B-Model_Stock,results_2025-03-07T04-36-48.980204.json,48.15151122065119,52.629751779205,83.6,60.962566844919785,47.599999999999994,50.8,56.00000000000001,38.800000000000004,72.39999999999999,41.6,40.400000000000006,60.8,56.39999999999999,54.400000000000006,48.0,50.0,69.6,65.60000000000001,51.2,63.48314606741573,79.60000000000001,42.0,23.599999999999998,22.8,38.800000000000004,48.8,30.956375838926174,32.323232323232325,29.67032967032967,31.919642857142854,77.26432532347505,17.069486404833835,31.596091205211724,8.94308943089431,7.575757575757576,2.142857142857143,16.883116883116884,35.751295336787564,5.185185185185185,37.907247340425535,41.13756613756614,57.99999999999999,35.546875,30.0,
DreadPoor_inexpertus_1.1-8B-LINEAR,DreadPoor/inexpertus_1.1-8B-LINEAR,results_2025-03-07T19-46-05.126898.json,49.86379556362693,55.09460163166116,81.6,62.56684491978609,48.8,66.0,56.39999999999999,38.4,78.4,45.6,40.0,63.2,65.2,61.6,45.6,52.73972602739726,68.0,67.2,52.0,64.60674157303372,81.2,55.2,24.8,24.8,33.2,48.8,29.78187919463087,30.303030303030305,29.304029304029307,30.13392857142857,75.23105360443623,17.29607250755287,32.89902280130293,8.130081300813007,9.090909090909092,3.214285714285714,16.883116883116884,32.64248704663213,5.9259259259259265,38.272938829787236,41.66666666666667,57.599999999999994,33.203125,34.4,
DreadPoor_inexpertus_1.2-8B-LINEAR,DreadPoor/inexpertus_1.2-8B-LINEAR,results_2025-03-08T03-04-56.665051.json,49.76002075496173,55.05988543655616,80.80000000000001,62.03208556149733,49.6,63.6,54.800000000000004,37.2,76.8,46.0,40.8,66.0,63.6,59.599999999999994,47.599999999999994,52.73972602739726,68.0,68.4,52.400000000000006,66.85393258426966,81.6,55.60000000000001,25.2,24.4,32.800000000000004,49.2,29.53020134228188,29.797979797979796,28.754578754578752,30.357142857142854,73.56746765249538,15.861027190332324,31.596091205211724,4.878048780487805,6.8181818181818175,1.7857142857142856,15.584415584415584,32.12435233160622,5.185185185185185,37.882313829787236,41.269841269841265,56.39999999999999,33.203125,34.4,
DreadPoor_mergekit-nuslerp-nqzkedi,DreadPoor/mergekit-nuslerp-nqzkedi,results_2025-02-13T18-27-04.338360.json,48.78713192372551,53.51501475438292,83.2,58.82352941176471,46.800000000000004,57.199999999999996,54.400000000000006,36.0,74.4,42.0,38.4,63.6,57.599999999999994,64.0,44.800000000000004,48.63013698630137,67.2,64.4,51.2,64.60674157303372,79.2,54.0,26.400000000000002,22.8,40.8,46.400000000000006,30.11744966442953,31.818181818181817,29.304029304029307,30.357142857142854,78.00369685767097,18.806646525679756,34.527687296416936,9.75609756097561,9.848484848484848,2.5,18.83116883116883,36.26943005181347,8.88888888888889,39.187167553191486,42.195767195767196,57.99999999999999,35.9375,32.800000000000004,
DreadPoor_remember_to_breathe-8b-Model-Stock,DreadPoor/remember_to_breathe-8b-Model-Stock,results_2025-02-13T18-27-04.338360.json,49.03359709430536,53.94896719319563,82.39999999999999,61.49732620320856,46.400000000000006,60.4,53.2,36.8,75.6,40.8,42.4,62.4,61.199999999999996,64.8,48.4,52.054794520547944,64.8,72.39999999999999,50.0,64.04494382022472,82.0,46.0,27.200000000000003,23.200000000000003,32.4,48.4,30.11744966442953,32.323232323232325,28.021978021978022,31.69642857142857,70.79482439926062,14.879154078549849,30.944625407166125,4.878048780487805,6.8181818181818175,1.0714285714285714,14.285714285714285,30.05181347150259,2.9629629629629632,37.60804521276596,41.4021164021164,57.199999999999996,35.9375,31.2,
DreadPoor_test,DreadPoor/test,results_2025-02-13T18-27-04.338360.json,48.38500454014788,53.445582364172886,79.60000000000001,64.1711229946524,46.400000000000006,65.2,56.8,29.599999999999998,62.4,42.0,33.6,61.199999999999996,50.0,63.6,31.6,53.42465753424658,64.8,68.8,55.2,66.85393258426966,75.6,78.4,27.200000000000003,30.8,28.799999999999997,53.2,27.097315436241608,26.262626262626267,28.021978021978022,26.339285714285715,42.69870609981516,19.335347432024168,35.83061889250814,17.88617886178862,11.363636363636363,5.714285714285714,14.285714285714285,33.160621761658035,5.185185185185185,36.46941489361702,43.386243386243386,59.599999999999994,28.125,42.8,
