口径,前沿区间,前沿提升分,Δlog10P,bP,bt(分/年),R2,规模贡献分,非规模贡献分,规模占比%,非规模占比%
C3 长周期（跨年标准混合）,2019→2025,47.08,1.6854789930601535,14.103897051917631,3.2994191745461245,0.4240265219014535,23.771822201290195,23.308177798709803,50.49240059747281,49.5075994025272
C1 近端（一致窗口 2024-06→2024-09，前沿模型 70.6B→78.0B）,2024-06→2024-09,13.011043934340051,0.04337804247557218,13.84203955772599,4.843812529258715,0.47473516214708544,0.6004405798835883,12.410603354456462,4.614853219416509,95.38514678058348
