retained_fraction,M_transferred,target_loss,equivalent_budget,budget_multiple
0.0,-0.0,2.1450616230068653,9.999999999999958e+21,0.9999999999999958
0.25,-0.04324346279702105,2.1018181602098442,1.8063261034746623e+22,1.8063261034746623
0.5,-0.0864869255940421,2.058574697412823,3.48734667571371e+22,3.48734667571371
0.75,-0.12973038839106316,2.015331234615802,7.3009055399248025e+22,7.300905539924803
1.0,-0.1729738511880842,1.972087771818781,1.69073900546881e+23,16.907390054688097
