C_budget,N_B,D_B,Q,L,budget_relative_residual,saved_L,saved_Q,profile_minus_saved_loss
1e+19,0.22465229378221221,6.944775564463847,0.5486879207625752,3.170860155210812,0.0,3.170860156228013,0.5486879207625752,-1.0172009901054935e-09
6.309573444801943e+19,0.934186622278825,6.494147051188259,0.9562750230657133,2.807598735817465,0.0,2.807598736726877,0.9562751142216176,-9.094116570906863e-10
7.0794578438414025e+19,1.0321060464827456,6.342346519047044,1.0,2.7834152703393515,0.0,2.7834152708350195,1.0,-4.956679511280981e-10
1e+22,6.09052085407539,229.43872498342884,1.0,2.1450616230068653,0.0,2.145061622649673,1.0,3.5719249780186146e-10
