mapping_power,Q_B_at_A_baseline,derivative_h,marginal_quality_benefit,local_baseline_release_budget
0.5,0.7407347168606149,0.675005489305405,0.24104283110356853,2.9417630453758325e+19
1.0,0.5486879207625752,1.0,0.3527471735901702,1.5732102441852533e+19
2.0,0.301058434390758,1.0973758415251504,0.38337008775818077,1.3720141158074982e+19
