完成度变化率 dTheta/dlog10C 的峰值预算,质量投入份额变化率 df_Q/dlog10C 的峰值预算,质量投入份额峰值预算,质量投入份额峰值,质量投入首次正值预算,质量首次达到上界预算,完成度Theta首次达到25%的预算,完成度Theta首次达到50%的预算,完成度Theta首次达到75%的预算,完成度Theta首次达到99%的预算
6.309573444801943e+19,1.7782794100389229e+19,7.0794578438414025e+19,0.4073405754736737,1.5848931924611109e+19,7.0794578438414025e+19,2.511886431509572e+19,3.981071705534986e+19,5.6234132519034905e+19,7.0794578438414025e+19
