N_B,D_B,D_over_N,Q,L,c_base,c_qual,c_attn,c_tot,f_base,f_qual,f_attn,form,L_ctx,C
0.2649913318796365,5.130045518256649,19.3592955734371,0.6596875425323148,3.1630149838403017,8.156505566915938e+18,1.2866769863826998e+18,5.568174467014614e+17,1.00000000000001e+19,0.8156505566915938,0.12866769863827,0.05568174467014614,指数型,2048,1e+19
0.2246522865900298,6.944775786798984,30.913443580801715,0.5510126482511164,3.1700400683958474,9.360958562156792e+18,0.0,6.39041437843237e+17,1.0000000000000029e+19,0.9360958562156791,0.0,0.0639041437843237,幂函数型,2048,1e+19
0.3542410485869841,3.012396432474898,8.503803961993981,1.0,3.112669383289851,6.402686825997586e+18,3.160223086681002e+18,4.3709008732143526e+17,1.0000000000000025e+19,0.6402686825997587,0.3160223086681002,0.04370900873214353,对数渐进型,2048,1e+19
5.971678042273963,237.88240823410848,39.83510272156684,1.0,2.1436567999269784,8.523342923369259e+21,8.947968663954107e+20,5.8186021023534154e+20,1.0000000000000013e+22,0.8523342923369259,0.08947968663954106,0.05818602102353415,指数型,2048,1e+22
6.0893695985188065,229.51828606738053,37.69163332165108,0.9999999999999998,2.1450479726541367,8.385730040897097e+21,1.0418041216447572e+21,5.724658374585752e+20,1.000000000000043e+22,0.8385730040897097,0.10418041216447571,0.05724658374585752,幂函数型,2048,1e+22
5.526886885808891,274.1663447616209,49.605926523588536,1.0,2.138488326264223,9.091718252358971e+21,2.8762044828036995e+20,6.206612993610391e+20,1.000000000000038e+22,0.9091718252358971,0.028762044828036997,0.062066129936103914,对数渐进型,2048,1e+22
44.79641863110901,3437.7417434979793,76.74144158280164,1.0,1.8973653199734222,9.239911097242445e+23,1.293109718534297e+22,6.307779309050843e+22,1.000000000000096e+24,0.9239911097242445,0.01293109718534297,0.06307779309050843,指数型,2048,1e+24
44.93740081150469,3417.9871440308843,76.06107790630885,1.0,1.8974624035542167,9.215727495593162e+23,1.5514550737516368e+22,6.291269970324932e+22,1.000000000000082e+24,0.9215727495593162,0.015514550737516368,0.06291269970324932,幂函数型,2048,1e+24
44.29821753141463,3508.9821256724704,79.2127160237098,1.0,1.8970234389857066,9.326499211013087e+23,3.681177618176429e+21,6.366890128051601e+22,1.0000000000000012e+24,0.9326499211013087,0.003681177618176429,0.06366890128051601,对数渐进型,2048,1e+24
