source,domain,n,quality_mean,quality_std
A1,arxiv,1419,0.7031289631597092,0.036373231968374616
A1,book,171,0.5524455473605695,0.08591720947146217
A1,c4,10000,0.6367881881038857,0.09656520349136286
A1,commoncrawl,9640,0.6153107210122949,0.09373025159899054
A1,github,10000,0.4552765836231684,0.08457299194565286
A1,stackexchange,10000,0.6548498004306916,0.06888892590197522
A1,wikipedia,10000,0.550878498472236,0.08576239891212505
A2,arxiv,17523,0.7010545000836453,0.03770260036062419
A3,github,203752,0.4547027242876779,0.08484846737911289
